Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR6443902_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.3333333333333333)	(34.0, 0.6666666666666666)	(35.0, 0.3333333333333333)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.3333333333333333)	(39.0, 0.0)	(40.0, 0.3333333333333333)	(41.0, 1.3333333333333333)	(42.0, 1.3333333333333333)	(43.0, 4.666666666666666)	(44.0, 22.666666666666654)	(45.0, 316.99999999999943)	(46.0, 3492.666666667137)	(47.0, 2573.0000000000523)	(48.0, 1189.0000000000089)	(49.0, 670.0000000000063)	(50.0, 383.333333333329)	(51.0, 1799.6666666665367)	(52.0, 1618.6666666665778)	(53.0, 1211.6666666666704)	(54.0, 1126.0000000000232)	(55.0, 667.0000000000059)	(56.0, 83.33333333333323)	(57.0, 351.6666666666641)	(58.0, 375.9999999999961)	(59.0, 22.999999999999986)	(60.0, 7.33333333333333)	(61.0, 2.6666666666666665)	(62.0, 1.0)	(63.0, 1.0)	(64.0, 1.0)	(65.0, 0.6666666666666666)	(66.0, 1.0)	(67.0, 0.6666666666666666)	(68.0, 4.0)	(69.0, 20.66666666666666)	(70.0, 4.666666666666666)	(71.0, 0.3333333333333333)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443902_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.3333333333333333)	(25.0, 0.3333333333333333)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.3333333333333333)	(36.0, 0.6666666666666666)	(37.0, 0.3333333333333333)	(38.0, 1.3333333333333333)	(39.0, 4.666666666666666)	(40.0, 5.333333333333332)	(41.0, 7.666666666666663)	(42.0, 12.666666666666671)	(43.0, 34.3333333333333)	(44.0, 167.00000000000037)	(45.0, 656.0000000000047)	(46.0, 1208.0000000000045)	(47.0, 3866.0000000006403)	(48.0, 1865.6666666665217)	(49.0, 814.0000000000226)	(50.0, 277.333333333335)	(51.0, 576.9999999999957)	(52.0, 1744.6666666665492)	(53.0, 1769.9999999998768)	(54.0, 820.66666666669)	(55.0, 771.0000000000177)	(56.0, 670.0000000000063)	(57.0, 209.3333333333349)	(58.0, 41.33333333333335)	(59.0, 40.66666666666668)	(60.0, 202.66666666666805)	(61.0, 301.00000000000034)	(62.0, 105.33333333333292)	(63.0, 27.999999999999968)	(64.0, 9.666666666666666)	(65.0, 4.333333333333333)	(66.0, 3.0)	(67.0, 3.0)	(68.0, 2.6666666666666665)	(69.0, 1.6666666666666665)	(70.0, 2.333333333333333)	(71.0, 5.666666666666665)	(72.0, 14.666666666666675)	(73.0, 7.9999999999999964)	(74.0, 1.3333333333333333)	(75.0, 0.6666666666666666)	(76.0, 0.3333333333333333)	(77.0, 0.3333333333333333)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.3333333333333333)	(81.0, 0.6666666666666666)	(82.0, 0.3333333333333333)	(83.0, 0.0)	(84.0, 0.3333333333333333)	(85.0, 0.3333333333333333)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.3333333333333333)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443914_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.3333333333333333)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 1.9999999999999998)	(41.0, 45.666666666666714)	(42.0, 56.66666666666679)	(43.0, 8.999999999999998)	(44.0, 19.0)	(45.0, 487.3333333333231)	(46.0, 3575.3333333338414)	(47.0, 1301.9999999999832)	(48.0, 872.666666666696)	(49.0, 772.6666666666846)	(50.0, 206.00000000000148)	(51.0, 227.66666666666876)	(52.0, 380.9999999999958)	(53.0, 441.3333333333257)	(54.0, 271.6666666666687)	(55.0, 176.6666666666673)	(56.0, 35.33333333333331)	(57.0, 19.666666666666664)	(58.0, 17.66666666666667)	(59.0, 3.0)	(60.0, 1.3333333333333333)	(61.0, 0.3333333333333333)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.3333333333333333)	(65.0, 0.3333333333333333)	(66.0, 0.3333333333333333)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 1.9999999999999998)	(70.0, 0.3333333333333333)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443914_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.3333333333333333)	(33.0, 1.0)	(34.0, 0.3333333333333333)	(35.0, 1.3333333333333333)	(36.0, 1.6666666666666665)	(37.0, 1.3333333333333333)	(38.0, 1.3333333333333333)	(39.0, 5.999999999999998)	(40.0, 10.0)	(41.0, 14.666666666666675)	(42.0, 27.999999999999968)	(43.0, 109.33333333333286)	(44.0, 352.33333333333076)	(45.0, 1542.3333333332619)	(46.0, 874.3333333333628)	(47.0, 2040.3333333331486)	(48.0, 1462.9999999999466)	(49.0, 660.3333333333385)	(50.0, 146.33333333333312)	(51.0, 118.66666666666606)	(52.0, 218.6666666666685)	(53.0, 242.33333333333584)	(54.0, 269.00000000000216)	(55.0, 464.999999999991)	(56.0, 202.00000000000136)	(57.0, 50.00000000000008)	(58.0, 16.333333333333343)	(59.0, 5.666666666666665)	(60.0, 8.33333333333333)	(61.0, 15.000000000000009)	(62.0, 8.999999999999998)	(63.0, 3.666666666666667)	(64.0, 1.0)	(65.0, 0.6666666666666666)	(66.0, 0.3333333333333333)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.3333333333333333)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 1.6666666666666665)	(73.0, 1.3333333333333333)	(74.0, 0.3333333333333333)	(75.0, 0.3333333333333333)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.3333333333333333)	(92.0, 0.3333333333333333)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.3333333333333333)	(97.0, 0.3333333333333333)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443940_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.6666666666666666)	(39.0, 1.0)	(40.0, 0.6666666666666666)	(41.0, 3.3333333333333335)	(42.0, 9.666666666666666)	(43.0, 21.666666666666657)	(44.0, 82.9999999999999)	(45.0, 676.6666666666737)	(46.0, 13994.000000007572)	(47.0, 15405.333333343473)	(48.0, 1786.6666666665396)	(49.0, 545.3333333333254)	(50.0, 631.3333333333352)	(51.0, 5641.999999999339)	(52.0, 4622.0000000002665)	(53.0, 1163.6666666666813)	(54.0, 1106.6666666666943)	(55.0, 805.6666666666883)	(56.0, 471.6666666666573)	(57.0, 470.9999999999907)	(58.0, 280.33333333333485)	(59.0, 18.000000000000004)	(60.0, 5.333333333333332)	(61.0, 12.666666666666671)	(62.0, 8.666666666666664)	(63.0, 2.6666666666666665)	(64.0, 0.6666666666666666)	(65.0, 0.6666666666666666)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.3333333333333333)	(69.0, 0.3333333333333333)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.3333333333333333)	(78.0, 0.3333333333333333)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443940_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.3333333333333333)	(24.0, 0.3333333333333333)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.3333333333333333)	(31.0, 0.3333333333333333)	(32.0, 1.0)	(33.0, 2.333333333333333)	(34.0, 2.333333333333333)	(35.0, 2.333333333333333)	(36.0, 3.666666666666667)	(37.0, 5.999999999999998)	(38.0, 10.0)	(39.0, 13.33333333333334)	(40.0, 19.666666666666664)	(41.0, 28.999999999999964)	(42.0, 49.66666666666674)	(43.0, 90.66666666666646)	(44.0, 193.0000000000011)	(45.0, 460.99999999999125)	(46.0, 1730.3333333332191)	(47.0, 12645.000000005119)	(48.0, 13685.666666673678)	(49.0, 2389.6666666666356)	(50.0, 1195.0000000000075)	(51.0, 1580.6666666665865)	(52.0, 5550.6666666660885)	(53.0, 3531.000000000488)	(54.0, 1534.3333333332637)	(55.0, 880.3333333333635)	(56.0, 1010.3333333333783)	(57.0, 525.9999999999899)	(58.0, 269.6666666666688)	(59.0, 79.33333333333329)	(60.0, 145.99999999999977)	(61.0, 217.33333333333513)	(62.0, 91.33333333333312)	(63.0, 28.3333333333333)	(64.0, 16.666666666666675)	(65.0, 12.000000000000004)	(66.0, 4.666666666666666)	(67.0, 3.0)	(68.0, 2.6666666666666665)	(69.0, 2.333333333333333)	(70.0, 1.6666666666666665)	(71.0, 2.333333333333333)	(72.0, 0.3333333333333333)	(73.0, 0.0)	(74.0, 1.0)	(75.0, 0.6666666666666666)	(76.0, 0.0)	(77.0, 0.3333333333333333)	(78.0, 0.3333333333333333)	(79.0, 0.3333333333333333)	(80.0, 0.3333333333333333)	(81.0, 1.0)	(82.0, 0.0)	(83.0, 0.3333333333333333)	(84.0, 0.6666666666666666)	(85.0, 0.3333333333333333)	(86.0, 0.6666666666666666)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.6666666666666666)	(90.0, 0.6666666666666666)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.6666666666666666)	(94.0, 0.6666666666666666)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.3333333333333333)	(98.0, 0.0)	(99.0, 0.3333333333333333)	(100.0, 1.0)
SRR6443945_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.3333333333333333)	(36.0, 0.3333333333333333)	(37.0, 0.6666666666666666)	(38.0, 0.3333333333333333)	(39.0, 4.0)	(40.0, 15.333333333333343)	(41.0, 296.0000000000006)	(42.0, 310.9999999999998)	(43.0, 12.333333333333337)	(44.0, 35.99999999999998)	(45.0, 1015.6666666667122)	(46.0, 3729.666666667245)	(47.0, 3675.333333333887)	(48.0, 4191.0000000006585)	(49.0, 3025.000000000258)	(50.0, 1926.6666666665078)	(51.0, 4424.666666667113)	(52.0, 3800.3333333339438)	(53.0, 2517.000000000027)	(54.0, 3042.6666666669325)	(55.0, 1544.3333333332614)	(56.0, 337.3333333333316)	(57.0, 827.3333333333575)	(58.0, 851.3333333333602)	(59.0, 70.00000000000009)	(60.0, 15.000000000000009)	(61.0, 2.6666666666666665)	(62.0, 1.6666666666666665)	(63.0, 4.666666666666666)	(64.0, 14.666666666666675)	(65.0, 11.333333333333336)	(66.0, 4.666666666666666)	(67.0, 1.6666666666666665)	(68.0, 2.6666666666666665)	(69.0, 24.666666666666647)	(70.0, 5.666666666666665)	(71.0, 0.6666666666666666)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443945_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.3333333333333333)	(33.0, 0.3333333333333333)	(34.0, 0.0)	(35.0, 1.3333333333333333)	(36.0, 1.9999999999999998)	(37.0, 1.9999999999999998)	(38.0, 3.666666666666667)	(39.0, 11.000000000000002)	(40.0, 18.000000000000004)	(41.0, 47.66666666666673)	(42.0, 149.66666666666654)	(43.0, 339.3333333333315)	(44.0, 262.6666666666692)	(45.0, 630.6666666666684)	(46.0, 2358.6666666666215)	(47.0, 5625.999999999353)	(48.0, 4462.000000000412)	(49.0, 1727.3333333332198)	(50.0, 1053.0000000000398)	(51.0, 2355.9999999999536)	(52.0, 3798.6666666672763)	(53.0, 3702.6666666672327)	(54.0, 2612.666666666737)	(55.0, 2286.9999999999222)	(56.0, 1952.666666666502)	(57.0, 847.6666666666931)	(58.0, 212.00000000000165)	(59.0, 140.33333333333294)	(60.0, 357.6666666666638)	(61.0, 590.3333333333305)	(62.0, 300.0000000000004)	(63.0, 91.33333333333312)	(64.0, 31.33333333333329)	(65.0, 13.000000000000005)	(66.0, 11.66666666666667)	(67.0, 13.666666666666673)	(68.0, 9.333333333333332)	(69.0, 6.999999999999997)	(70.0, 4.666666666666666)	(71.0, 7.666666666666663)	(72.0, 16.333333333333343)	(73.0, 8.666666666666664)	(74.0, 3.3333333333333335)	(75.0, 2.333333333333333)	(76.0, 2.333333333333333)	(77.0, 0.6666666666666666)	(78.0, 0.3333333333333333)	(79.0, 0.3333333333333333)	(80.0, 0.6666666666666666)	(81.0, 1.6666666666666665)	(82.0, 1.0)	(83.0, 0.3333333333333333)	(84.0, 0.3333333333333333)	(85.0, 0.3333333333333333)	(86.0, 0.0)	(87.0, 0.6666666666666666)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.3333333333333333)	(92.0, 0.3333333333333333)	(93.0, 0.3333333333333333)	(94.0, 0.3333333333333333)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.3333333333333333)	(100.0, 0.5)
SRR6443965_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.3333333333333333)	(40.0, 0.6666666666666666)	(41.0, 13.33333333333334)	(42.0, 15.000000000000009)	(43.0, 2.333333333333333)	(44.0, 7.33333333333333)	(45.0, 79.66666666666661)	(46.0, 1012.0000000000451)	(47.0, 933.6666666667029)	(48.0, 1126.6666666666897)	(49.0, 2125.999999999849)	(50.0, 1476.6666666666101)	(51.0, 866.3333333333619)	(52.0, 973.6666666667074)	(53.0, 467.66666666665753)	(54.0, 603.6666666666654)	(55.0, 340.99999999999807)	(56.0, 88.99999999999982)	(57.0, 117.66666666666607)	(58.0, 124.66666666666598)	(59.0, 4.333333333333333)	(60.0, 1.9999999999999998)	(61.0, 0.3333333333333333)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.6666666666666666)	(66.0, 1.0)	(67.0, 0.6666666666666666)	(68.0, 2.333333333333333)	(69.0, 10.0)	(70.0, 1.9999999999999998)	(71.0, 0.3333333333333333)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443965_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.3333333333333333)	(31.0, 0.3333333333333333)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.6666666666666666)	(38.0, 0.3333333333333333)	(39.0, 1.6666666666666665)	(40.0, 3.3333333333333335)	(41.0, 5.333333333333332)	(42.0, 15.000000000000009)	(43.0, 32.333333333333286)	(44.0, 47.00000000000006)	(45.0, 218.33333333333516)	(46.0, 550.333333333326)	(47.0, 1660.333333333235)	(48.0, 2038.9999999998156)	(49.0, 1405.333333333293)	(50.0, 364.6666666666634)	(51.0, 387.6666666666621)	(52.0, 795.3333333333538)	(53.0, 960.3333333333726)	(54.0, 512.9999999999884)	(55.0, 452.6666666666584)	(56.0, 445.9999999999921)	(57.0, 222.33333333333528)	(58.0, 53.66666666666677)	(59.0, 32.333333333333286)	(60.0, 60.00000000000015)	(61.0, 99.66666666666633)	(62.0, 37.66666666666666)	(63.0, 10.666666666666668)	(64.0, 4.666666666666666)	(65.0, 1.0)	(66.0, 1.0)	(67.0, 1.3333333333333333)	(68.0, 1.0)	(69.0, 1.9999999999999998)	(70.0, 1.6666666666666665)	(71.0, 1.9999999999999998)	(72.0, 6.999999999999997)	(73.0, 3.666666666666667)	(74.0, 1.0)	(75.0, 0.0)	(76.0, 0.3333333333333333)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.3333333333333333)	(85.0, 0.6666666666666666)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
