Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR6443902_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.002088685590158069)	(34.0, 0.004177371180316138)	(35.0, 0.002088685590158069)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.002088685590158069)	(39.0, 0.0)	(40.0, 0.002088685590158069)	(41.0, 0.008354742360632276)	(42.0, 0.008354742360632276)	(43.0, 0.029241598262212964)	(44.0, 0.14203062013074863)	(45.0, 1.9863399962403199)	(46.0, 21.885247613679194)	(47.0, 16.12256407043046)	(48.0, 7.450341500093888)	(49.0, 4.198258036217758)	(50.0, 2.401988428681752)	(51.0, 11.2768135012626)	(52.0, 10.142657225807026)	(53.0, 7.592372120224604)	(54.0, 7.055579923554102)	(55.0, 4.179459865906334)	(56.0, 0.5221713975395166)	(57.0, 2.2035632976167467)	(58.0, 2.3560373456982773)	(59.0, 0.14411930572090667)	(60.0, 0.0459510829834775)	(61.0, 0.01670948472126455)	(62.0, 0.006266056770474208)	(63.0, 0.006266056770474208)	(64.0, 0.006266056770474208)	(65.0, 0.004177371180316138)	(66.0, 0.006266056770474208)	(67.0, 0.004177371180316138)	(68.0, 0.02506422708189683)	(69.0, 0.12949850658980022)	(70.0, 0.029241598262212964)	(71.0, 0.002088685590158069)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443902_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.002049558320181958)	(25.0, 0.002049558320181958)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.002049558320181958)	(36.0, 0.004099116640363916)	(37.0, 0.002049558320181958)	(38.0, 0.008198233280727833)	(39.0, 0.028693816482547416)	(40.0, 0.03279293312291133)	(41.0, 0.047139841364185024)	(42.0, 0.07788321616691445)	(43.0, 0.21110450697874153)	(44.0, 1.0268287184111635)	(45.0, 4.033530774118123)	(46.0, 7.4275993523394455)	(47.0, 23.77077739747429)	(48.0, 11.471377918057529)	(49.0, 5.005021417884482)	(50.0, 1.7052325223913998)	(51.0, 3.547785452234944)	(52.0, 10.727388247831648)	(53.0, 10.883154680165442)	(54.0, 5.046012584288126)	(55.0, 4.7406283945809795)	(56.0, 4.119612223565775)	(57.0, 1.2871226250742795)	(58.0, 0.2541452317025629)	(59.0, 0.250046115062199)	(60.0, 1.2461314586706393)	(61.0, 1.8507511631243108)	(62.0, 0.6476604291774963)	(63.0, 0.17216289889528433)	(64.0, 0.05943719128527679)	(65.0, 0.02664425816236546)	(66.0, 0.018446024881637626)	(67.0, 0.018446024881637626)	(68.0, 0.016396466561455665)	(69.0, 0.01024779160090979)	(70.0, 0.014346908241273708)	(71.0, 0.03484249144309329)	(72.0, 0.09018056608800623)	(73.0, 0.049189399684366975)	(74.0, 0.008198233280727833)	(75.0, 0.004099116640363916)	(76.0, 0.002049558320181958)	(77.0, 0.002049558320181958)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.002049558320181958)	(81.0, 0.004099116640363916)	(82.0, 0.002049558320181958)	(83.0, 0.0)	(84.0, 0.002049558320181958)	(85.0, 0.002049558320181958)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.002049558320181958)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443914_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.003733711682783636)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.02240227009670181)	(41.0, 0.5115185005413586)	(42.0, 0.6347309860732195)	(43.0, 0.10081021543515815)	(44.0, 0.21282156591866724)	(45.0, 5.458686480229561)	(46.0, 40.04779150954297)	(47.0, 14.583877832952693)	(48.0, 9.774857185527887)	(49.0, 8.654743680692668)	(50.0, 2.3074338199603037)	(51.0, 2.550125079341247)	(52.0, 4.2676324534216485)	(53.0, 4.943434268005449)	(54.0, 3.0429750214686857)	(55.0, 1.9788671918753342)	(56.0, 0.3957734383750651)	(57.0, 0.22028898928423446)	(58.0, 0.19788671918753278)	(59.0, 0.03360340514505272)	(60.0, 0.014934846731134543)	(61.0, 0.003733711682783636)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.003733711682783636)	(65.0, 0.003733711682783636)	(66.0, 0.003733711682783636)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.02240227009670181)	(70.0, 0.003733711682783636)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443914_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.003751500600240212)	(33.0, 0.011254501800720637)	(34.0, 0.003751500600240212)	(35.0, 0.015006002400960849)	(36.0, 0.018757503001201062)	(37.0, 0.015006002400960849)	(38.0, 0.015006002400960849)	(39.0, 0.0675270108043238)	(40.0, 0.11254501800720637)	(41.0, 0.16506602641056944)	(42.0, 0.3151260504201775)	(43.0, 1.2304921968787843)	(44.0, 3.965336134453876)	(45.0, 17.35819327731066)	(46.0, 9.84018607443041)	(47.0, 22.96293517406826)	(48.0, 16.465336134453693)	(49.0, 7.431722689075919)	(50.0, 1.646908763505451)	(51.0, 1.3355342136855088)	(52.0, 2.4609843937576)	(53.0, 2.727340936374663)	(54.0, 3.027460984393876)	(55.0, 5.233343337334995)	(56.0, 2.2734093637455843)	(57.0, 0.5627250900360328)	(58.0, 0.18382352941177052)	(59.0, 0.0637755102040836)	(60.0, 0.09378751500600528)	(61.0, 0.16881752701080965)	(62.0, 0.10129051620648571)	(63.0, 0.04126650660264234)	(64.0, 0.011254501800720637)	(65.0, 0.007503001200480424)	(66.0, 0.003751500600240212)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.003751500600240212)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.018757503001201062)	(73.0, 0.015006002400960849)	(74.0, 0.003751500600240212)	(75.0, 0.003751500600240212)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.003751500600240212)	(92.0, 0.003751500600240212)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.003751500600240212)	(97.0, 0.003751500600240212)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443940_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0013955078601975192)	(39.0, 0.002093261790296279)	(40.0, 0.0013955078601975192)	(41.0, 0.0069775393009875964)	(42.0, 0.020234863972864028)	(43.0, 0.045354005456419356)	(44.0, 0.17374072859459094)	(45.0, 1.4164404781004967)	(46.0, 29.29310549342198)	(47.0, 32.247395633465494)	(48.0, 3.739961065329086)	(49.0, 1.141525429641554)	(50.0, 1.3215459436070545)	(51.0, 11.810183020850221)	(52.0, 9.675055994749957)	(53.0, 2.4358589699748)	(54.0, 2.3165430479279396)	(55.0, 1.6864712490487475)	(56.0, 0.9873218110897253)	(57.0, 0.9859263032295278)	(58.0, 0.58681105521306)	(59.0, 0.037678712225333026)	(60.0, 0.011164062881580152)	(61.0, 0.026514649343752875)	(62.0, 0.018141602182567745)	(63.0, 0.005582031440790077)	(64.0, 0.0013955078601975192)	(65.0, 0.0013955078601975192)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0006977539300987596)	(69.0, 0.0006977539300987596)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0006977539300987596)	(78.0, 0.0006977539300987596)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443940_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.000693976973843837)	(24.0, 0.000693976973843837)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.000693976973843837)	(31.0, 0.000693976973843837)	(32.0, 0.0020819309215315113)	(33.0, 0.004857838816906859)	(34.0, 0.004857838816906859)	(35.0, 0.004857838816906859)	(36.0, 0.007633746712282207)	(37.0, 0.012491585529189064)	(38.0, 0.02081930921531511)	(39.0, 0.027759078953753492)	(40.0, 0.040944641456786376)	(41.0, 0.060375996724413745)	(42.0, 0.10340256910273188)	(43.0, 0.18876173688552322)	(44.0, 0.40181266785558395)	(45.0, 0.9597701548260084)	(46.0, 3.6024344712231198)	(47.0, 26.32601650277661)	(48.0, 28.492612615121015)	(49.0, 4.975120925486403)	(50.0, 2.4879074512301713)	(51.0, 3.290838809967308)	(52.0, 11.55610456844637)	(53.0, 7.351298083928781)	(54.0, 3.1943760106030368)	(55.0, 1.8327931879216361)	(56.0, 2.103444207720764)	(57.0, 1.0950956647255536)	(58.0, 0.5614273718396685)	(59.0, 0.1651665197748331)	(60.0, 0.3039619145436001)	(61.0, 0.4524729869461855)	(62.0, 0.1901496908332109)	(63.0, 0.05898804277672607)	(64.0, 0.034698848692191864)	(65.0, 0.024983171058378138)	(66.0, 0.009715677633813717)	(67.0, 0.0062457927645945335)	(68.0, 0.005551815790750696)	(69.0, 0.004857838816906859)	(70.0, 0.003469884869219185)	(71.0, 0.004857838816906859)	(72.0, 0.000693976973843837)	(73.0, 0.0)	(74.0, 0.0020819309215315113)	(75.0, 0.001387953947687674)	(76.0, 0.0)	(77.0, 0.000693976973843837)	(78.0, 0.000693976973843837)	(79.0, 0.000693976973843837)	(80.0, 0.000693976973843837)	(81.0, 0.0020819309215315113)	(82.0, 0.0)	(83.0, 0.000693976973843837)	(84.0, 0.001387953947687674)	(85.0, 0.000693976973843837)	(86.0, 0.001387953947687674)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.001387953947687674)	(90.0, 0.001387953947687674)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.001387953947687674)	(94.0, 0.001387953947687674)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.000693976973843837)	(98.0, 0.0)	(99.0, 0.000693976973843837)	(100.0, 0.0020819309215315113)
SRR6443945_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0009325400525951745)	(36.0, 0.0009325400525951745)	(37.0, 0.001865080105190349)	(38.0, 0.0009325400525951745)	(39.0, 0.011190480631142094)	(40.0, 0.04289684241937806)	(41.0, 0.8280955667045167)	(42.0, 0.8700598690712972)	(43.0, 0.03450398194602147)	(44.0, 0.10071432568027879)	(45.0, 2.8414495402576243)	(46.0, 10.434190648489027)	(47.0, 10.282186619915944)	(48.0, 11.724826081280971)	(49.0, 8.46280097730193)	(50.0, 5.390081503999665)	(51.0, 12.378536658149594)	(52.0, 10.631889139639293)	(53.0, 7.041609937146238)	(54.0, 8.512225600089497)	(55.0, 4.320458063673242)	(56.0, 0.9437305332263118)	(57.0, 2.3145644105412906)	(58.0, 2.381707294328151)	(59.0, 0.1958334110449869)	(60.0, 0.04196430236678288)	(61.0, 0.007460320420761396)	(62.0, 0.0046627002629758725)	(63.0, 0.013055560736332444)	(64.0, 0.0410317623141877)	(65.0, 0.03170636178823594)	(66.0, 0.013055560736332444)	(67.0, 0.0046627002629758725)	(68.0, 0.007460320420761396)	(69.0, 0.06900796389204286)	(70.0, 0.015853180894117965)	(71.0, 0.001865080105190349)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443945_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0009237576614150878)	(33.0, 0.0009237576614150878)	(34.0, 0.0)	(35.0, 0.0036950306456603513)	(36.0, 0.005542545968490526)	(37.0, 0.005542545968490526)	(38.0, 0.010161334275565967)	(39.0, 0.0304840028266979)	(40.0, 0.04988291371641475)	(41.0, 0.13209734558235772)	(42.0, 0.41476718997537404)	(43.0, 0.9403852993205543)	(44.0, 0.7279210371950962)	(45.0, 1.7477494953973511)	(46.0, 6.536509212173036)	(47.0, 15.591181809362059)	(48.0, 12.365420055703506)	(49.0, 4.78691220145267)	(50.0, 2.9181504524103725)	(51.0, 6.529119150881712)	(52.0, 10.52714230948803)	(53.0, 10.261100103000363)	(54.0, 7.240412550171653)	(55.0, 6.337901314968702)	(56.0, 5.411372380569127)	(57.0, 2.3491157329786416)	(58.0, 0.5875098726600003)	(59.0, 0.3889019754557509)	(60.0, 0.9911919706983812)	(61.0, 1.635974818366113)	(62.0, 0.8313818952735801)	(63.0, 0.25310959922773346)	(64.0, 0.08683322017301813)	(65.0, 0.036026548795188434)	(66.0, 0.03233151814952808)	(67.0, 0.037874064118018615)	(68.0, 0.025865214519622457)	(69.0, 0.019398910889716837)	(70.0, 0.012932607259811229)	(71.0, 0.02124642621254701)	(72.0, 0.04526412540933933)	(73.0, 0.024017699196792273)	(74.0, 0.009237576614150879)	(75.0, 0.006466303629905614)	(76.0, 0.006466303629905614)	(77.0, 0.0018475153228301757)	(78.0, 0.0009237576614150878)	(79.0, 0.0009237576614150878)	(80.0, 0.0018475153228301757)	(81.0, 0.004618788307075438)	(82.0, 0.0027712729842452634)	(83.0, 0.0009237576614150878)	(84.0, 0.0009237576614150878)	(85.0, 0.0009237576614150878)	(86.0, 0.0)	(87.0, 0.0018475153228301757)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0009237576614150878)	(92.0, 0.0009237576614150878)	(93.0, 0.0009237576614150878)	(94.0, 0.0009237576614150878)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0009237576614150878)	(100.0, 0.0013856364921226317)
SRR6443965_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0032048200493542426)	(40.0, 0.006409640098708485)	(41.0, 0.12819280197416977)	(42.0, 0.14421690222094102)	(43.0, 0.022433740345479698)	(44.0, 0.07050604108579331)	(45.0, 0.7659519917956635)	(46.0, 9.729833669839914)	(47.0, 8.976700958241581)	(48.0, 10.832291766817562)	(49.0, 20.44034227477991)	(50.0, 14.197352818638754)	(51.0, 8.329327308271951)	(52.0, 9.361279364164135)	(53.0, 4.496362529243915)	(54.0, 5.803929109380522)	(55.0, 3.278530910489372)	(56.0, 0.855686953177581)	(57.0, 1.131301477422042)	(58.0, 1.19860269845848)	(59.0, 0.04166266064160515)	(60.0, 0.019228920296125454)	(61.0, 0.0032048200493542426)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.006409640098708485)	(66.0, 0.009614460148062729)	(67.0, 0.006409640098708485)	(68.0, 0.022433740345479698)	(69.0, 0.09614460148062728)	(70.0, 0.019228920296125454)	(71.0, 0.0032048200493542426)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR6443965_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.003191828917970089)	(31.0, 0.003191828917970089)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.006383657835940178)	(38.0, 0.003191828917970089)	(39.0, 0.015959144589850444)	(40.0, 0.031918289179700896)	(41.0, 0.05106926268752142)	(42.0, 0.14363230130865412)	(43.0, 0.3096074050430982)	(44.0, 0.4500478774337831)	(45.0, 2.090647941270426)	(46.0, 5.269709543568547)	(47.0, 15.898499840408073)	(48.0, 19.52441749122127)	(49.0, 13.456750718161512)	(50.0, 3.4918608362592467)	(51.0, 3.71209703159917)	(52.0, 7.615703798276829)	(53.0, 9.195659112672203)	(54.0, 4.9122247047558565)	(55.0, 4.334503670603302)	(56.0, 4.270667092243904)	(57.0, 2.1289498882860682)	(58.0, 0.5138844557931854)	(59.0, 0.3096074050430982)	(60.0, 0.5745292052346175)	(61.0, 0.9543568464730536)	(62.0, 0.36067666773062)	(63.0, 0.10213852537504288)	(64.0, 0.04468560485158125)	(65.0, 0.009575486753910269)	(66.0, 0.009575486753910269)	(67.0, 0.012767315671880356)	(68.0, 0.009575486753910269)	(69.0, 0.019150973507820534)	(70.0, 0.015959144589850444)	(71.0, 0.019150973507820534)	(72.0, 0.06702840727737185)	(73.0, 0.03511011809767099)	(74.0, 0.009575486753910269)	(75.0, 0.0)	(76.0, 0.003191828917970089)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.003191828917970089)	(85.0, 0.006383657835940178)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
